,ID,ResDensity,N_TraitValue,initial_a,initial_h,Fit_a,Fit_q,Fit_h,GFR_RSS,GFR_AIC,GFR_BIC,TypeI_a,TypeI_RSS,TypeI_AIC,TypeI_BIC,Poly1,Poly2,Poly3,Poly4,Poly_RSS,Poly_AIC,Poly_BIC
42,39863,10.0,0.00012963,1.9444428571428602e-05,0.0015,1.829782663725255e-07,1.383441823048782,597.592477469868,9.32909733390222e-09,-94.4978274398981,-95.66951370259581,1.399805938864829e-05,1.1092396901323154e-07,-82.11929373303926,-83.29097999573696,-3.7967737151855735e-05,1.11143970087781e-05,2.1259489833642476e-07,-1.6548290871227557e-09,8.52137253318587e-09,-82.76124629830035,-81.54237047343214
43,39864,10.0,0.00037037,4.25926e-05,0.0015,8.208034853884862e-06,0.7638661378570345,632.5862885227607,9.615743742727893e-10,-105.85943556993779,-107.03112183263549,1.602781572052239e-05,8.270727491033406e-07,-72.07405545374449,-73.2457417164422,-0.00010297214583689726,5.502949399691155e-05,-6.291601679486539e-07,2.3497769978566993e-09,1.6851203276659855e-09,-90.86494855319377,-89.64607272832556
44,39865,10.0,0.000148148,7.010592857142861e-06,0.000722222,2.5948318644195373e-05,-0.3102016997974288,0.0,2.6782928304288587e-09,-100.73762080701022,-101.90930706970792,6.372310043668225e-06,2.1760683115689944e-08,-90.26299467350621,-91.43468093620392,3.863697490593282e-05,1.0391352467624803e-05,-9.270957108922483e-08,4.4600351800903094e-10,1.3053709940505044e-09,-92.14169697984778,-90.92282115497957
45,39866,10.0,0.00033333300000000006,1.71957857142857e-05,0.001685185,4.6729640460206644e-05,-0.2551489204003493,0.0,2.9621009817163297e-08,-88.72109924356349,-89.89278550626119,1.4701599563315706e-05,9.469959553999562e-08,-82.90997010079288,-84.08165636349058,5.925203659383084e-05,2.2974933127950726e-05,-1.8352520394181847e-07,8.724812117387778e-10,2.397709730939083e-08,-77.58863793506235,-76.36976211019415
46,39867,10.0,0.000111111,1.85185e-05,0.000777778,5.460998364803076e-05,-0.4336321326536731,0.0,1.7067613570432505e-08,-91.47760512449867,-92.64929138719637,7.682355898166429e-06,9.189026970645414e-08,-83.06054302385385,-84.23222928655156,-0.00010990097807731318,2.5041947340388244e-05,-2.728394576302239e-07,1.0484616032053044e-09,6.314297615109329e-11,-107.28590172093438,-106.06702589606617
47,39868,10.0,0.00030092599999999997,3.75e-05,0.001800926,9.831494119140692e-06,0.5757829866388895,578.2069704218601,7.640007907720227e-08,-103.07424944976368,-103.69897104207952,1.2971555057200687e-05,1.0783575618550127e-06,-87.19098551802014,-87.81570711033598,9.803324319937145e-05,2.948651977125155e-05,-1.6005468835204597e-07,2.0152074024650213e-10,7.178500879738985e-08,-86.42083545980127,-85.0455570521171
48,39869,10.0,0.000717593,5.00991785714286e-05,0.004375,3.7742623522444145e-05,0.30995823791220495,209.60009692487813,6.717117024216058e-07,-90.03117643174693,-90.65589802406276,3.134307113402138e-05,4.121907063482587e-06,-79.14572454864296,-79.7704461409588,-0.0004627807373254291,0.00011418583772668509,-1.117303515565755e-06,3.686984663195056e-09,3.913007201660531e-07,-76.24603122063384,-74.87075281294968
49,39870,10.0,0.0006172840000000001,3.61993e-05,0.004796295999999999,0.00013960074747779242,-0.28601004718721995,15.829184114272984,6.612127778238411e-08,-103.9412082492357,-104.56592984155154,3.300241731958102e-05,1.1473341375294524e-06,-86.81897350287016,-87.443695095186,0.00035057234579470646,4.127107608921358e-05,-1.040476935057383e-07,1.2694653485695605e-10,7.486052531264441e-08,-86.1691291202758,-84.79385071259163
50,39871,10.0,0.000796296,7.962965e-05,0.006240741,0.0001013049757711859,-0.017872957070450578,107.61299181640618,1.5085606627073154e-06,-85.17668420674767,-85.8014057990635,4.136311711339606e-05,4.604326689525798e-06,-78.48164148654207,-79.10636307885791,-0.0009262491634607073,0.00016182378081285866,-1.7322315949855078e-06,6.242006645035442e-09,3.220523558923243e-07,-77.41460466899461,-76.03932626131045
51,39873,10.0,0.000166667,6.74602857142857e-06,0.000796296,7.432153179068699e-05,-0.534994585037237,0.0,2.2841467566374095e-08,-110.31868601538804,-110.94340760770388,5.731195257922181e-06,1.5591097331790934e-07,-98.794440874119,-99.41916246643484,0.00016768956456156894,4.389507368698674e-06,3.7404032385093496e-08,-2.7223562593023546e-10,9.801130572873695e-09,-98.36790297698177,-96.9926245692976
52,39874,10.0,0.00046296300000000005,2.85714142857143e-05,0.002,2.6313097333848304e-05,0.2486406648986308,444.61513590148485,6.514957887365043e-08,-104.03003679944769,-104.65475839176352,1.5108819587623317e-05,1.1377835793423917e-06,-86.86912731539272,-87.49384890770855,0.00016170788884785732,3.07244748717994e-05,-1.634013236507172e-07,2.430968433607269e-10,5.785675174053442e-08,-87.71506849066134,-86.33979008297717
53,39875,10.0,0.0009259260000000001,1.39750197674419e-05,0.0034259259999999997,0.0001943627670584177,-0.07905243098528267,279.49115858766703,6.101984933912484e-07,-90.60744601761502,-91.23216760993085,2.4726995867710565e-05,4.984468651309177e-06,-78.00565931379766,-78.6303809061135,0.00038042302612912215,8.170171951452964e-05,-9.70480459136626e-07,3.632962196926804e-09,3.1608008115122623e-07,-77.52691582151603,-76.15163741383186
54,39876,10.0,0.000777778,6.0582e-05,0.005333333000000001,1.7920230978049317e-05,0.6304337326600397,176.084667652677,1.0899937077145516e-06,-87.1265886222413,-87.75131021455714,4.054982927835004e-05,8.384717392389428e-06,-74.8851560186036,-75.50987761091943,-0.0005045190003529351,0.00012967216961913832,-1.0177476820803116e-06,2.6668445384277197e-09,8.422016743304713e-07,-71.64677241597293,-70.27149400828877
55,39877,10.0,0.000796296,7.42063571428572e-05,0.005851851999999999,1.7804079163650493e-05,0.6282597164135433,155.0092395276257,4.2967140433220417e-07,-92.71202739353862,-93.33674898585446,4.5150821443493765e-05,7.973055246206701e-06,-75.18721358720532,-75.81193517952116,-0.0005051710328500586,0.0001315745460205342,-9.540101922190641e-07,2.3608788782798024e-09,3.0320829140667303e-07,-77.77636944025637,-76.40109103257221
56,39878,10.0,7.41e-05,6.74527857142857e-06,0.000592593,9.059994457054955e-06,0.11514163058883284,1272.343356480777,5.898220612833259e-09,-118.44224755077437,-119.0669691430902,4.513178143483572e-06,6.913126792483299e-08,-103.67410905131456,-104.2988306436304,3.3978018988773816e-05,8.133816934580848e-06,-3.343588769381647e-08,2.6565323349616377e-11,5.647824463776987e-09,-101.67526691650049,-100.29998850881633
57,39879,10.0,0.000296296,1.81216857142857e-05,0.001277778,0.0001770014329154894,-0.5990893429783408,0.0,4.694765762499319e-08,-105.99595195563748,-106.62067354795332,1.0064909692153793e-05,6.224980356544453e-07,-90.48770900049463,-91.11243059281047,0.00014315639161882463,2.3912651236394507e-05,-1.8436202161445132e-07,4.947027097734905e-10,2.4938076717773823e-08,-92.76451451313109,-91.38923610544693
