,ID,Fit_a,Fit_q,Fit_h,GFR_RSS,GFR_AIC,GFR_BIC,Poly1,Poly2,Poly3,Poly4,Poly_RSS,Poly_AIC,Poly_BIC
20,39841,2.421234145564671,0.2790666992858533,1.0209121467017472,0.8960193663997817,-150.75797806504477,-145.61726186493183,0.11476658630708818,0.8181974991192639,-0.27715232424262454,0.029859074119177053,0.8489778551685754,33.38389575385802,100.4996342886217
21,39842,1.1252440068057612,0.24697700522397542,0.9960834810663368,1.8659683729931975,-92.68773262852659,-88.1086510546781,0.11927140151381797,0.4085126707953987,-0.03891724106815743,-0.003069907997519911,1.5655067307113268,53.83068750093462,103.14786376403563
22,39843,2.3952276385491857,0.28865553656213455,0.9628885133667537,0.5251418855065237,-105.33615653919351,-101.3395430086679,0.11965143637613486,0.8414968504121838,-0.29294396727590166,0.033775990534935095,0.5508336652659023,19.461804561487977,54.76691731586807
23,39844,1.6294283319200336,0.16267780221841868,0.9452006670223723,1.156632530998308,-144.87058667240322,-139.65757781755312,0.13644717610063772,0.6149614462916646,-0.1535333674883422,0.012363012545761878,1.1273743461757315,45.24414916642398,115.01326427947534
24,39845,0.695507156623371,-0.15979148797532472,0.868572274354857,0.5966678437448714,-82.66676463380568,-79.13260314276185,0.13159678018562762,0.3344868781033423,-0.058030502985234655,0.0036378209029861853,0.611092151957908,22.015577433923312,48.75470787123017
25,39846,-0.16115157658083615,-1.2154138735524487,9.98070550175319,0.5763994523134768,-78.78831736233712,-75.38183471454968,0.19326216077029154,0.025693290871633672,0.03749670705528886,-0.004338404498262082,0.5765621588447639,20.48934670860925,45.19923102719224
26,39847,0.4160007724532197,-0.1036470087557579,0.8768048354245577,0.5286453319066159,-120.21416652283791,-115.91220490938247,-0.04290734303756257,0.5393362682937138,-0.19027828892818888,0.023231524900795976,0.4615995500854636,13.555802026968792,55.70744375255289
27,39848,0.6995274384131813,0.29651357160948316,1.1003620457516536,0.74984888435278,-81.66898512877368,-78.01235765416908,0.06938746263284881,0.2709267334622541,0.03771585766824545,-0.01645195756290502,0.7173632068943894,26.170705990107543,54.985974137207954
28,39849,1.5062184077839558,1.103060077455948,1.5927215872905314,0.47630104529450995,-73.51077990003633,-70.37721258686605,-0.038485783918559724,0.619682344627112,-0.1669873924601278,0.011505898040335506,0.42564926467332825,13.723515724375524,34.52491960339714
29,39850,0.5530997795792368,0.005846183603971891,1.221179909533317,0.24451306514667231,-76.70558477509347,-73.87226783759415,0.2146588927529897,-0.20166513831992763,0.2952933903038573,-0.056833430446992475,0.1406365528621882,-7.294627100897799,9.816396565765245
30,39851,3.392085440121084e-11,1.5706765544315386,83508.62542341911,8.818908407673435e-12,-129.31780464652795,-130.48949090922565,-8.197821910095266e-06,1.7580831337807306e-07,-5.658199005976291e-10,5.974169065943403e-13,5.283645142431264e-12,-119.68982867272356,-118.47095284785536
31,39852,4.1077437881930964e-08,0.12267329588307803,23526.6470871758,2.360629111934291e-12,-135.90765435997923,-137.07934062267694,-3.2012660452837282e-06,1.2968537204097968e-07,-3.473938508444511e-10,3.9452230379767534e-13,4.846124469972653e-13,-131.634938738937,-130.4160629140688
32,39853,1.854587359234753e-17,4.593934627636094,43824.852836002596,2.016977633328412e-11,-125.18136882768317,-126.35305509038088,-1.4311378645057788e-05,3.228656063428438e-07,-1.0006583350616684e-09,1.0360998947738078e-12,1.8181137382814308e-11,-113.51098656424945,-112.29211073938124
33,39854,5.370666444585453e-09,0.4605870847527969,21012.538823417486,1.6236696281845185e-11,-126.26592572622428,-127.43761198892199,2.434123656882662e-06,-1.822082292352034e-08,3.582850150074997e-10,-4.977112980392597e-13,1.313508149019704e-11,-115.13647667392512,-113.91760084905691
34,39855,3.227187656663145e-07,-0.46238277831815305,0.0,3.112892735271151e-12,-134.52453297262528,-135.69621923532299,6.935940500004973e-07,4.686176117440293e-08,-1.474744314543925e-10,1.8670155677624746e-13,2.509177751026911e-12,-123.41313425855495,-122.19425843368674
35,39856,3.1863492029683486e-07,-0.20266088336225893,15240.339370521026,1.0991807882616e-10,-116.70361838984648,-117.87530465254419,-1.7849635640671844e-05,5.112617660388626e-07,-2.167761369428469e-09,2.7997208535387055e-12,2.742116855027083e-12,-122.96925882504115,-121.75038300017295
36,39857,7.534764905795253e-08,0.12408192299078376,8696.836389827025,2.6983627160511425e-11,-123.72614373878292,-124.89783000148063,-1.1286132165358835e-05,3.41787694649577e-07,-1.052968214691247e-09,1.276681262829298e-12,3.878531309137297e-12,-121.23562704275503,-120.01675121788682
37,39858,1.3948639290394338e-08,0.38340983949293883,6430.424523037455,1.8294872561865506e-10,-114.15626551328694,-115.32795177598464,1.3013533072311308e-05,-1.8440319420078278e-07,1.340272830995004e-09,-1.7168375402832988e-12,1.4198108034426235e-10,-103.2344407512056,-102.01556492633739
38,39859,7.16073567535025e-08,-0.3772708858232164,0.0,5.670841390356479e-13,-143.03853310632653,-144.21021936902423,1.9424094212622826e-07,1.7737743399793335e-08,-6.292168113549453e-11,8.776649526648223e-14,3.602803237367945e-13,-133.11727417725157,-131.89839835238337
39,39860,3.92066213775535e-08,0.21606262589413447,37211.935165396804,1.8021963014738926e-11,-125.74433923390177,-126.91602549659947,7.0727841189222635e-06,-6.065721139550074e-08,6.011035250126796e-10,-9.202036479427842e-13,9.611384928316658e-13,-128.21109364550057,-126.99221782063236
40,39861,8.752123934915362e-11,1.83456325682633,65257.54256422491,2.0642709914255446e-11,-125.06548401036153,-126.23717027305923,-5.106457677816334e-06,2.145540526148846e-07,-6.779162876056925e-10,6.55210023691443e-13,1.1375166712108375e-11,-115.8557467060708,-114.6368708812026
41,39862,4.503031399218015e-08,0.06392566429199868,20775.869613639174,1.2887532696188243e-11,-127.42099320988086,-128.59267947257857,-7.294327187549116e-06,2.0017355396334862e-07,-7.132062229652916e-10,8.888910394891975e-13,2.3216931524575558e-12,-123.80142617680505,-122.58255035193685
42,39863,1.8297772757438114e-07,1.3834425508971446,597.5924945106633,9.329097334271147e-09,-94.49782743970039,-95.66951370239809,-3.7967737151855735e-05,1.11143970087781e-05,2.1259489833642476e-07,-1.6548290871227557e-09,8.52137253318587e-09,-82.76124629830035,-81.54237047343214
43,39864,8.20804054925469e-06,0.7638658834224326,632.5862650987242,9.615743742700486e-10,-105.85943556995204,-107.03112183264975,-0.00010297214583689726,5.502949399691155e-05,-6.291601679486539e-07,2.3497769978566993e-09,1.6851203276659855e-09,-90.86494855319377,-89.64607272832556
44,39865,2.5948318847071168e-05,-0.31020170153069065,0.0,2.678292830428844e-09,-100.73762080701025,-101.90930706970795,3.863697490593282e-05,1.0391352467624803e-05,-9.270957108922483e-08,4.4600351800903094e-10,1.3053709940505044e-09,-92.14169697984778,-90.92282115497957
45,39866,4.672964091210559e-05,-0.25514892255447186,0.0,2.9621009817161596e-08,-88.72109924356377,-89.89278550626148,5.925203659383084e-05,2.2974933127950726e-05,-1.8352520394181847e-07,8.724812117387778e-10,2.397709730939083e-08,-77.58863793506235,-76.36976211019415
46,39867,3.6570643350947114e-06,0.5928589694004534,1171.3363298875113,6.202788591832471e-10,-108.05144939282405,-109.22313565552176,-0.00010990097807731318,2.5041947340388244e-05,-2.728394576302239e-07,1.0484616032053044e-09,6.314297615109329e-11,-107.28590172093438,-106.06702589606617
47,39868,9.831647490131108e-06,0.5757779073157973,578.2064710403847,7.640007907512827e-08,-103.07424944992655,-103.69897104224239,9.803324319937145e-05,2.948651977125155e-05,-1.6005468835204597e-07,2.0152074024650213e-10,7.178500879738985e-08,-86.42083545980127,-85.0455570521171
48,39869,3.7742529447210566e-05,0.30995901956918415,209.6001563286656,6.717117024199485e-07,-90.03117643176175,-90.65589802407759,-0.0004627807373254291,0.00011418583772668509,-1.117303515565755e-06,3.686984663195056e-09,3.913007201660531e-07,-76.24603122063384,-74.87075281294968
49,39870,0.00013960120750161655,-0.28601127986702785,15.828592044100194,6.612127777955532e-08,-103.9412082494924,-104.56592984180824,0.00035057234579470646,4.127107608921358e-05,-1.040476935057383e-07,1.2694653485695605e-10,7.486052531264441e-08,-86.1691291202758,-84.79385071259163
50,39871,0.00010129600420940056,-0.01784075614116351,107.61873631959993,1.5085606576897444e-06,-85.17668422670405,-85.80140581901989,-0.0009262491634607073,0.00016182378081285866,-1.7322315949855078e-06,6.242006645035442e-09,3.220523558923243e-07,-77.41460466899461,-76.03932626131045
51,39873,2.834545048771553e-05,-0.12478815557652136,899.9335989620712,1.8058711770594547e-08,-111.72838254756981,-112.35310413988564,0.00016768956456156894,4.389507368698674e-06,3.7404032385093496e-08,-2.7223562593023546e-10,9.801130572873695e-09,-98.36790297698177,-96.9926245692976
52,39874,2.6313085823363705e-05,0.24864088080543326,444.6152033652761,6.514957887364144e-08,-104.03003679944851,-104.65475839176435,0.00016170788884785732,3.07244748717994e-05,-1.634013236507172e-07,2.430968433607269e-10,5.785675174053442e-08,-87.71506849066134,-86.33979008297717
53,39875,0.00019434399807757385,-0.07901119424729051,279.49787831577305,6.101984889806454e-07,-90.60744606098389,-91.23216765329973,0.00038042302612912215,8.170171951452964e-05,-9.70480459136626e-07,3.632962196926804e-09,3.1608008115122623e-07,-77.52691582151603,-76.15163741383186
54,39876,1.7919674098226033e-05,0.6304440959700074,176.08512788367221,1.0899937071823828e-06,-87.12658862517068,-87.75131021748652,-0.0005045190003529351,0.00012967216961913832,-1.0177476820803116e-06,2.6668445384277197e-09,8.422016743304713e-07,-71.64677241597293,-70.27149400828877
55,39877,1.7803819790493985e-05,0.6282651779589185,155.00955101847768,4.2967140426877347e-07,-92.71202739442438,-93.33674898674022,-0.0005051710328500586,0.0001315745460205342,-9.540101922190641e-07,2.3608788782798024e-09,3.0320829140667303e-07,-77.77636944025637,-76.40109103257221
56,39878,9.060029968823258e-06,0.11514032709552112,1272.3421617716588,5.898220612593991e-09,-118.44224755101776,-119.0669691433336,3.3978018988773816e-05,8.133816934580848e-06,-3.343588769381647e-08,2.6565323349616377e-11,5.647824463776987e-09,-101.67526691650049,-100.29998850881633
57,39879,3.003142542052892e-05,0.16193672259916964,695.7309501302047,1.3385033504668589e-08,-113.52532875632909,-114.15005034864492,0.00014315639161882463,2.3912651236394507e-05,-1.8436202161445132e-07,4.947027097734905e-10,2.4938076717773823e-08,-92.76451451313109,-91.38923610544693
58,39880,7.450646416810798e-05,0.07402457226276661,286.90321184899653,2.085952598669711e-07,-97.0477769245102,-97.67249851682604,0.00027253738217489063,5.2760277249990574e-05,-4.0551466302803103e-07,1.1229785686244681e-09,2.41644083336862e-07,-79.13809395723825,-77.76281554955409
59,39881,0.00024294645951591755,-0.2847304609672142,148.38615684805475,7.10351874692382e-08,-103.51109972245843,-104.13582131477426,0.0005466131344307994,5.791644273249586e-05,-4.2616820973797277e-07,1.2257417679409704e-09,1.0175816124279914e-07,-84.32729525930718,-82.95201685162301
60,39882,5.7711879527440194e-05,0.17226833168804145,173.43676642004,1.766026262189953e-07,-98.04673888267766,-98.6714604749935,-6.00375139745411e-05,8.45747662212138e-05,-6.003415690309468e-07,1.5860815582347067e-09,2.062672278593535e-07,-80.08785413414182,-78.71257572645766
61,39883,3.3386524712232094e-05,0.6485622669814538,1226.7565324422114,7.792889095598826e-08,-1007.9746042952495,-1002.2385352789651,-5.469033749999735e-06,5.5152311458333235e-05,1.004773437500018e-06,-1.1366536458333404e-07,5.415413630481986e-08,-796.2788709690778,-704.413789713955
62,39884,5.218608075218178e-05,0.3583143210545471,10961.453579670424,1.055174311568434e-10,-116.90791432429532,-118.07960058699302,1.7780844949531833e-05,1.841840130609152e-05,-1.480574507199866e-06,3.615895758760351e-08,6.817354569828031e-13,-129.9284777566451,-128.7096019317769
63,39885,6.50339954934742e-05,1.3638119120792211,9634.970977675806,1.8515714716781118e-09,-125.39394350104445,-126.01866509336028,-1.8935872269872574e-05,6.704624820318127e-05,-1.0804986623815997e-05,5.08932209663959e-07,1.1838243184479874e-09,-111.05038856401116,-109.675110156327
64,39886,5.60538363671126e-05,0.6650820854185798,12082.240200263013,9.040534063181814e-11,-117.68077842461972,-118.85246468731742,1.4376412723844044e-05,2.200401165307474e-05,-2.1250314712628812e-06,5.933315752548803e-08,1.30744314025981e-12,-126.6725426665748,-125.45366684170659
65,39887,1.620451120820788e-05,-0.30887775164771236,0.0,2.8833297531600527e-10,-111.88171525889123,-113.05340152158894,1.1737264197530836e-05,7.948592592592629e-06,-1.4189351851852259e-07,1.8155864197531866e-09,3.032558172000005e-10,-99.44002615730349,-98.22115033243529
66,39890,1.2423430357940164e-05,-0.0737545490180122,5.85602029756771e-07,4.0448474519003614e-08,-106.88997825682506,-107.5146998491409,0.00019257698053075386,-7.929347236000888e-06,4.102511711860669e-07,-2.8612932956104213e-09,1.768712838820636e-08,-94.82586644661858,-93.45058803893441
67,39891,0.0001365712921131579,0.03930009521243789,1107.5821638519594,4.0435185924012374e-08,-106.89194976924742,-107.51667136156325,0.00010720218167162714,6.079766610174171e-05,-1.759114927799826e-06,1.5812360682441715e-08,1.6154291229872983e-08,-95.36977508737967,-93.9944966796955
68,39892,3.4832064510397744e-09,1.9634959347151144,451.507591431189,3.4805180100626393e-07,-332.4917163850439,-329.6583994475446,-3.551197821164535e-05,9.237367295713848e-06,3.7958267425215096e-08,-1.2607966729690884e-10,2.0458006141017775e-07,-262.66849869745914,-245.5574750307961
69,39893,4.10066575192066e-09,2.3043393261728746,1381.6593652843853,8.263085307704251e-08,-339.58658028221765,-336.91546500852917,-0.00029315343713987426,2.517280149048817e-05,-2.1441665986116642e-07,6.158828520660002e-10,8.456190643680425e-08,-264.0889795515296,-248.7334031830871
70,39894,0.0001139533296864513,0.17400773418713897,796.4118137796725,2.05543479093496e-08,-131.52272443239016,-131.68499398522422,6.186117391703185e-05,9.038090515680872e-05,-2.8802177803356822e-06,3.0689289355348996e-08,2.5432752897958875e-08,-108.16682764446884,-106.38318704824759
71,39895,0.00016653621900259411,-0.030224907782933765,145.06954338940798,7.131531656692198e-08,-142.28477004532644,-142.04644542028694,-0.00011958725192551495,0.0002261048440148166,-1.0569509723308643e-05,2.3324923233942735e-07,4.3305082896663105e-08,-119.57248236947345,-117.17527466107427
72,39896,5.839991642778578e-05,-0.09075641611568278,2.9862472938901874e-07,9.047430208292272e-08,-140.38113218502417,-140.14280755998467,0.00018482574001334415,3.222400802330591e-06,2.296422586374506e-06,-3.360189029094739e-08,5.1429338888186564e-08,-118.19697205686043,-115.79976434846125
73,39897,0.00010216429747064769,0.19185399133220019,1575.0064091575014,5.286817045115659e-08,-144.67924730917215,-144.44092268413266,2.8788267721093432e-05,7.738536500610027e-05,-3.925352180997781e-06,6.504172658333605e-08,4.591380057958098e-08,-119.104516592957,-116.70730888455782
74,39898,0.00012462867043201467,0.25816577112890543,311.6929505094063,3.406678415409911e-09,-166.61575707019426,-166.37743244515477,-3.946168648829925e-05,0.00017142739222876768,-3.861231432322401e-06,2.2720609485043726e-08,2.991638358911848e-09,-140.95207303006083,-138.55486532166165
75,39899,7.943902044316287e-05,0.5912667156343895,494.78635404393225,2.881507171810364e-08,-149.53447043860075,-149.29614581356125,-3.63069055927533e-05,0.00015544904819039693,-3.0670640065249575e-06,-1.8511306441766746e-08,1.7395293590632645e-08,-126.86904500704478,-124.4718372986456
76,39900,9.844864933570233e-05,0.3614063577304136,787.0147505278602,1.0950270640487658e-08,-157.2747456531432,-157.03642102810372,-3.340252380816818e-05,0.000137753798136055,-6.265449696167046e-06,1.0221186181055146e-07,9.341063215324103e-09,-131.84328185470142,-129.44607414630224
77,39901,2.419648950900292e-05,1.5347546833056294,591.415623574199,1.5154112339665435e-07,-136.25480279158674,-136.01647816654724,-0.00012223797434814248,0.00018565480611083568,-2.71937536220192e-06,-9.971079409116576e-08,3.426183036485737e-08,-121.44638716029658,-119.0491794518974
78,39902,-9.625439916844533e-17,21.16160590725347,2244.0480772894225,6.153622930219167e-08,-143.46465026333723,-143.22632563829774,-7.725597180469696e-06,8.188138474684167e-05,-4.248241508259395e-06,6.994412288131503e-08,1.5207765964509378e-07,-109.52351202501944,-107.12630431662026
79,39903,-3.064610411298805e-14,15.601496863725412,5072.166628557013,4.7193517464802706e-08,-145.58760669851515,-145.34928207347565,3.8055305836794814e-05,5.7661101985323516e-05,-4.3129811968970045e-06,9.012027018052911e-08,2.1664371359668122e-07,-106.69260944682529,-104.29540173842611
80,39904,5.677416732746264e-05,0.5556400668993534,385.8771945190174,1.7802443271197747e-08,-153.38697334656794,-153.14864872152845,-0.00010391592343082268,0.00015029889293144197,-2.8793832121974938e-06,8.836609904758935e-09,2.6847518169577692e-08,-123.39725542957663,-121.00004772117745
81,39905,0.000129821415733938,-0.1883106019644341,0.0,5.668440812639421e-08,-144.12166555729135,-143.88334093225185,3.051946801688128e-05,0.00010063332770473929,-2.386964895716729e-06,4.737087210933364e-08,5.907348344198049e-08,-117.0883852897048,-114.69117758130562
82,39906,9.116397519145246e-05,0.2495701368786068,1144.233814227226,1.7365197702703046e-08,-153.58591445895675,-153.34758983391725,1.2971280262925943e-06,9.460114745235027e-05,-4.619699271474242e-06,8.253040219956687e-08,2.0073970040434883e-08,-125.7232508742606,-123.32604316586142
83,39907,0.0017847108104827472,-0.38964225536335845,0.0,0.00021224642365868853,-248.0737107906292,-244.80058343055427,0.001708148652047231,0.0007155693006762169,-1.3402390822261748e-05,1.069518101476286e-07,0.00017557725213121259,-157.81312994706417,-135.08332333325615
84,39908,9.135688028742854e-06,0.38603577400107597,5722.347757221883,5.923565127052679e-10,-180.61083189261572,-180.37250726757622,2.5537271272928264e-05,7.000968719423042e-06,-1.1068023994634365e-07,5.232927911692141e-10,1.5612297112487194e-09,-146.15485220032534,-143.75764449192616
85,39909,1.2284017613092218e-05,-0.004073915375294557,1285.2700863122257,2.776347514948362e-09,-168.25256926653287,-168.01424464149338,-8.75121374784956e-06,1.3032955011148269e-05,-1.6061708624606957e-07,7.349279597955156e-10,1.776397930641297e-09,-145.1219410615908,-142.72473335319162
86,39910,0.19618291990266767,0.0,21154.742967890397,1941691295.1015842,713.9178311083269,718.9844694706687,-187.064067629227,0.0010364064414004096,-2.930656695751077e-11,3.0514910440833824e-19,358720626.273079,827.8820822398751,892.3706220420908
87,39911,0.1963642707903198,0.0,14564.384887890395,1231721076.2349339,728.1483636772548,733.361372532105,-1061.4617722647115,0.0009375244017213452,-2.766052880600399e-11,2.3135110687572677e-19,216569423.98114428,846.3324250211685,916.1015401342199
88,39912,0.00023946773712509348,0.46912826288138015,36.54847637256834,1.6909205969221554e-06,-116.95743189692075,-116.71910727188124,-0.00023873414697128897,0.0005527292716489145,1.2042667921264147e-06,-7.532763132305209e-08,1.9485082983033992e-08,-125.96144891695263,-123.56424120855345
89,39914,,,,,,,4.057741017036795,1.2144797526313093e-05,-9.978539756778295e-12,1.2026463823562255e-18,23.857029542185103,55.73266777955605,60.91582996194302
90,39915,0.00035734474697619943,0.6447333087952793,20.599574931152553,0.000599466840365458,-112.8525185635861,-111.3977986142221,0.019222770034550498,0.00016997079595543904,-2.8711016116819203e-07,1.4201588875745226e-10,0.0007743787488246124,-63.725748574488975,-57.361588726396974
91,39916,0.027515596945664324,-0.727333246963817,0.0,0.009892117655354499,-39.93349029120926,-40.09575984404332,0.020209199895034342,0.00028666714499095435,-7.266144202202896e-08,5.319066981552133e-12,0.0007846706295466014,-35.80795713750152,-34.024316541280264
92,39917,9.213214733723394e-05,0.229368796562337,264.4119023912057,4.801972133716544e-09,-97.81838527328034,-98.99007153597805,-0.00026184336326893684,0.00019376291760640215,-6.318851421141657e-06,8.943740275748636e-08,2.762031793546538e-09,-88.39430058495373,-87.17542476008552
93,39918,0.006480892945873564,-0.6386543373425526,0.0,3.6791653977955076e-05,-105.66717698932123,-105.07550325731258,0.015410957343096013,0.00017607885202102738,-1.45066616625148e-07,-8.628671891203338e-11,1.8991568997286345e-05,-80.07776632671025,-76.89441886269293
94,39919,0.0002675498115163424,-0.005088622635180799,6.736496750825169,1.46145546128075e-08,-92.25342912972084,-93.42511539241855,0.00016468295868449651,0.00023211397992643437,9.80046411444368e-07,-1.7455425819623728e-08,6.7487281290267495e-09,-83.92736310585191,-82.7084872809837
95,39920,0.0003036532083121315,-0.05511639743978553,0.0,8.440296759226018e-08,-83.48550593675499,-84.6571921994527,-0.00011427825477718637,0.0003203576422413692,-3.650968080488907e-06,4.4111602382213946e-08,4.480101364129215e-08,-74.46297958942245,-73.24410376455424
96,39921,4.161232096703769e-05,1.044305604684377,145.50048365425297,3.5605532938270084e-07,-76.28808805495264,-77.45977431765034,-0.0006085877514110739,0.00039867875322176065,-6.366134770662282e-06,2.3017634216486336e-08,1.630819898322e-07,-68.00286801761771,-66.78399219274951
97,39922,0.00026711362933697086,0.10696087521908025,171.12805343909605,2.738411979619431e-07,-77.60077690244857,-78.77246316514628,0.0003324210293180624,0.00019659906209147264,-2.7503709989587104e-06,9.582852098220895e-09,2.698562209505733e-07,-65.48468690403567,-64.26581107916746
98,39923,0.000141482763525334,0.6794413143671447,364.20296680683555,5.907100995274176e-10,-108.29566828318889,-109.4673545458866,0.00012563938845180757,0.00023948388283887289,-7.508817453124085e-06,7.466861008457205e-08,8.16474841703558e-09,-82.9750038469448,-81.7561280220766
99,39924,2.2517959773523835e-05,0.4557561136957573,67440.43955024042,3.5175257861260794e-13,-176.80564702416342,-177.43036861647926,1.2723841421713306e-06,8.561434180611672e-06,-1.5933594134550228e-06,2.8549235565388386e-08,3.576357256939021e-13,-159.67886313212637,-158.3035847244422
100,39925,0.0010466526337957938,-0.011116117902769134,0.495343087979917,0.3640160217331886,-159.3867480607075,-154.63619124533918,0.17017805126709243,0.0003448400418907704,2.0601145574504246e-07,-7.221153997853899e-11,0.3132821141246597,-2.626549560762328,51.6295754082893
101,39926,3.5221153248903104e-05,-0.4330823328911056,2501.9459043403426,1.5778563893003265e-11,-126.40903362567178,-127.58071988836949,2.4209453858267722e-05,9.807271796025505e-06,1.2048033745781796e-07,-3.11956430446195e-08,2.222903461867237e-12,-124.01883877437265,-122.79996294950445
